merchant_id,metric_date,gross_revenue,net_revenue,product_costs,marketing_costs,fulfillment_costs,processing_fees,other_costs,dt,shop_id
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-25,19400.15,4634.62,8098.98,3954.45,1696.15,671.89,344.06,2025-12-25,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-24,17314.37,3274.82,7693.93,4082.02,1494.2,530.52,238.87,2025-12-24,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-23,9880.62,2014.85,4176.9,2179.08,945.8,295.56,268.44,2025-12-23,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-22,17996.56,4218.93,7043.66,4166.78,1522.5,538.46,506.23,2025-12-22,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-21,11977.76,2352.43,5069.2,2793.96,1102.08,346.13,313.97,2025-12-21,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-20,17223.23,3667.98,7143.66,3529.62,1919.09,507.82,455.06,2025-12-20,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-19,15822.45,5300.56,5739.8,2710.54,1329.51,492.27,249.77,2025-12-19,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-18,15527.43,4466.73,6165.72,2592.01,1747.91,475.66,79.39,2025-12-18,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-17,14360.47,3873.93,5917.17,2640.03,1449.25,424.23,55.86,2025-12-17,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-16,18618.33,3698.78,7925.35,4045.45,1937.38,607.68,403.7,2025-12-16,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-15,10980.76,3316.12,4021.17,1840.62,1232.02,356.75,214.06,2025-12-15,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-14,13666.3,3450.95,5575.76,2740.57,1100.19,407.19,391.64,2025-12-14,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-13,12845.33,2574.12,5666.49,2784.59,1079.93,404.3,335.91,2025-12-13,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-12,13947.65,2516.24,5656.03,3435.2,1615.55,383.58,341.04,2025-12-12,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-11,20212.75,6684.02,7634.44,3230.79,2039.98,507.74,115.78,2025-12-11,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-10,11155.52,3093.96,3907.34,2600.57,946.19,284.07,323.39,2025-12-10,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-09,12971.88,3094.24,5591.08,2191.83,1539.79,382.47,172.48,2025-12-09,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-08,15973.68,3784.44,7135.26,2792.75,1607.58,473.52,180.14,2025-12-08,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-07,15549.8,4064.95,5586.79,3884.52,1496.3,434.46,82.79,2025-12-07,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-06,13525.43,2753.26,5790.33,3248.98,1114.62,472.45,145.78,2025-12-06,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-05,18738.82,4486.94,8156.37,3052.0,2027.43,644.64,371.43,2025-12-05,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-04,14801.8,3746.15,5572.21,3359.35,1371.31,428.21,324.57,2025-12-04,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-03,15830.35,4271.15,6308.06,3191.89,1273.89,506.38,278.97,2025-12-03,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-02,17868.87,4560.6,7288.98,3433.53,1692.87,551.38,341.52,2025-12-02,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-12-01,15497.18,4296.53,6760.44,2354.7,1652.84,417.88,14.8,2025-12-01,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-30,15921.74,3929.29,6994.43,2559.27,1524.2,521.76,392.79,2025-11-30,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-29,9123.84,2612.62,3197.74,2032.66,952.14,284.57,44.12,2025-11-29,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-28,19383.13,5070.03,7302.6,4096.81,1893.79,606.25,413.64,2025-11-28,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-27,20518.31,6102.53,8229.96,3541.15,1783.68,614.15,246.85,2025-11-27,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-26,15544.75,4244.93,5821.93,3643.0,1256.97,503.74,74.19,2025-11-26,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-25,16807.65,4629.36,6356.45,3478.07,1541.32,544.18,258.27,2025-11-25,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-24,12262.52,2293.73,5106.62,2782.55,1395.66,363.07,320.88,2025-11-24,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-23,15397.33,3190.1,6604.88,3292.37,1385.9,530.54,393.55,2025-11-23,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-22,12331.32,2660.64,4950.0,3029.78,988.83,333.48,368.6,2025-11-22,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-21,14951.3,3475.3,5711.13,3676.59,1610.62,431.25,46.41,2025-11-21,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-20,18892.38,4681.03,8249.16,3059.93,1872.79,523.56,505.91,2025-11-20,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-19,15795.23,3375.81,6958.64,2816.14,1825.56,475.18,343.9,2025-11-19,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-18,24187.89,5218.37,9648.94,5725.8,2705.27,770.39,119.12,2025-11-18,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-17,19459.01,4012.01,8720.66,3539.63,2099.87,531.39,555.45,2025-11-17,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-16,13859.79,3123.41,5986.1,2673.83,1455.8,461.14,159.51,2025-11-16,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-15,14282.32,3293.53,6293.86,2454.48,1647.38,362.2,230.87,2025-11-15,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-14,21189.9,5083.75,9259.46,3249.72,2382.12,727.01,487.85,2025-11-14,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-13,12062.48,1965.2,5343.22,2946.71,1267.95,399.3,140.09,2025-11-13,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-12,19233.48,3727.99,8569.44,4259.92,1979.85,668.21,28.06,2025-11-12,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-11,16688.46,4381.4,7240.38,2706.98,1820.75,448.36,90.59,2025-11-11,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-10,22022.74,4079.38,9464.3,4846.75,2298.35,746.77,587.21,2025-11-10,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-09,11274.6,2428.08,4652.49,2623.19,1115.98,390.22,64.62,2025-11-09,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-08,12552.69,3398.34,4562.25,2823.21,1400.07,366.14,2.66,2025-11-08,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-07,19055.38,4226.86,7155.13,4655.75,2136.2,572.84,308.59,2025-11-07,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-06,18624.08,6351.87,6799.91,2925.37,1666.97,600.1,279.85,2025-11-06,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-05,18851.56,3550.11,8050.76,4603.27,1837.48,530.38,279.56,2025-11-05,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-04,14784.21,4284.66,5199.51,3145.35,1402.78,464.13,287.79,2025-11-04,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-03,24511.35,4267.34,10685.24,5459.25,2756.97,772.97,569.58,2025-11-03,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-02,15786.23,4669.12,6357.84,2754.49,1403.91,448.28,152.59,2025-11-02,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-11-01,18460.6,4890.58,7478.79,3626.32,1732.74,584.49,147.68,2025-11-01,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-31,12458.45,2752.01,5343.04,2816.84,1033.01,373.58,139.98,2025-10-31,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-30,11916.34,2443.88,5141.02,2347.52,1295.15,393.2,295.59,2025-10-30,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-29,14071.65,3913.42,6137.99,2189.07,1189.72,455.3,186.14,2025-10-29,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-28,10821.89,2696.11,4848.16,1738.16,1165.9,287.54,86.02,2025-10-28,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-27,13500.57,3774.41,4948.31,2752.55,1449.78,442.07,133.45,2025-10-27,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-26,7967.84,1465.42,3554.41,1640.59,946.12,239.46,121.83,2025-10-26,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-25,10749.05,3466.93,3775.37,1877.93,1245.7,337.14,45.98,2025-10-25,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-01-oj9m.myshopify.com,2025-10-24,9750.58,2774.65,3618.0,1877.66,1052.17,282.94,145.16,2025-10-24,trueprofit-dummy-01-oj9m.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-21,62582.34,12166.41,27422.87,12928.56,7063.81,1570.85,1429.85,2026-01-21,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-20,74194.55,21515.52,27267.87,13781.13,7396.38,2041.21,2192.45,2026-01-20,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-19,59171.21,13142.89,24588.1,12672.61,5362.91,2040.72,1363.99,2026-01-19,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-18,70353.79,18974.09,28280.38,11387.04,7986.26,2103.64,1622.39,2026-01-18,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-17,31565.34,8488.29,13759.79,5020.4,2648.47,869.45,778.94,2026-01-17,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-16,61490.78,15907.13,25342.21,9564.04,7062.76,2070.86,1543.78,2026-01-16,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-15,55862.04,13798.25,22096.34,12188.93,4987.94,1429.97,1360.61,2026-01-15,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-14,56974.04,14082.26,21624.82,12537.17,6369.03,1668.51,692.26,2026-01-14,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-13,105668.33,16787.2,46165.36,24777.52,11896.83,3007.1,3034.32,2026-01-13,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-12,87330.74,21391.77,37657.71,15667.75,8510.63,2552.27,1550.62,2026-01-12,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-11,59463.94,14855.06,21260.31,14684.9,6033.71,1851.82,778.14,2026-01-11,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-10,51471.48,13329.66,20843.03,10018.42,4330.04,1762.31,1188.02,2026-01-10,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-09,71168.24,15625.26,27614.35,15425.8,8261.08,2413.61,1828.15,2026-01-09,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-08,61109.58,16757.64,23980.69,12397.43,6139.49,1825.38,8.97,2026-01-08,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-07,73374.95,14491.3,31737.4,17182.58,7450.16,2475.94,37.57,2026-01-07,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-06,68082.87,13685.46,28654.02,15559.87,7612.72,1850.55,720.25,2026-01-06,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-05,70794.87,18469.11,29430.6,11459.81,7574.3,1791.23,2069.82,2026-01-05,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-04,35762.36,8156.01,14874.03,6754.21,3853.1,1214.18,910.83,2026-01-04,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-03,47134.89,15351.96,17587.33,7090.87,5412.47,1561.25,131.0,2026-01-03,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-02,76104.21,25961.15,26886.12,14028.97,6316.11,2184.19,727.68,2026-01-02,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2026-01-01,54132.22,16789.66,20386.31,8812.25,5768.03,1403.88,972.09,2026-01-01,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-31,122395.52,32382.36,48041.92,26552.65,10707.37,3523.21,1188.01,2025-12-31,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-30,119795.49,21845.66,50320.04,29517.47,12325.75,4111.72,1674.85,2025-12-30,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-29,120682.54,31921.37,48884.33,19587.6,14286.29,3705.07,2297.87,2025-12-29,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-28,70031.43,20053.97,28321.87,11224.51,7090.83,1935.03,1405.22,2025-12-28,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-27,82948.98,22723.63,31986.51,17220.24,6786.07,2488.62,1743.9,2025-12-27,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-26,155488.47,29002.27,63717.36,36838.09,18037.23,5201.04,2692.49,2025-12-26,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-25,113515.45,32091.57,40920.25,25229.51,11146.77,2859.53,1267.83,2025-12-25,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-24,132425.38,19446.03,58917.51,32740.38,14118.24,3755.84,3447.38,2025-12-24,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-23,110752.9,31062.72,39189.84,23738.0,12461.87,2960.56,1339.91,2025-12-23,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-22,117814.59,23190.89,49262.22,27774.26,12001.0,3038.29,2547.93,2025-12-22,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-21,59880.29,19704.64,21002.11,9796.55,6824.26,1528.68,1024.05,2025-12-21,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-20,70675.47,20180.41,25480.68,15549.64,6046.35,2141.51,1276.89,2025-12-20,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-19,70718.96,24717.81,25471.08,10745.0,6139.52,2334.16,1311.4,2025-12-19,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-18,99828.8,25480.46,37475.2,21504.81,10295.8,2496.09,2576.44,2025-12-18,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-17,133967.5,28842.59,59605.91,22449.66,15220.18,4623.0,3226.15,2025-12-17,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-16,87344.18,13839.64,38370.55,21634.63,8820.76,2707.69,1970.92,2025-12-16,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-15,129599.54,28592.64,52922.55,31886.58,11466.2,4449.08,282.49,2025-12-15,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-14,84040.94,25141.27,30726.9,16787.89,8465.17,2275.53,644.19,2025-12-14,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-13,107711.96,34874.11,38411.36,20999.02,10121.31,2822.94,483.23,2025-12-13,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-12,78914.95,20874.32,29283.0,15830.43,8511.96,2432.87,1982.36,2025-12-12,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-11,126973.28,39081.92,46166.05,24307.67,10268.24,4206.31,2943.09,2025-12-11,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-10,93617.4,22010.04,36457.78,20764.02,10872.89,3050.78,461.89,2025-12-10,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-09,81326.56,17404.19,33089.39,19688.19,7494.39,2842.45,807.96,2025-12-09,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-08,119402.07,21155.39,53038.57,27463.44,11596.77,3408.29,2739.62,2025-12-08,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-07,83389.67,23398.19,31521.7,16017.68,8902.31,2728.71,821.07,2025-12-07,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-06,139740.75,26622.23,62334.3,27902.54,15937.27,3563.84,3380.58,2025-12-06,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-05,131721.12,33603.09,56746.51,24542.17,11448.22,3847.99,1533.13,2025-12-05,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-04,103521.4,29316.46,36671.3,19344.47,12351.51,3005.42,2832.24,2025-12-04,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-03,134441.71,44345.79,51457.94,20544.89,13750.45,3440.3,902.34,2025-12-03,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-02,98357.22,26092.49,41519.61,16902.58,10088.83,3024.9,728.8,2025-12-02,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-12-01,127138.32,33509.13,47613.43,25659.67,13839.63,4157.34,2359.12,2025-12-01,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-11-30,116466.38,24136.41,48565.01,25350.58,12149.38,3658.37,2606.63,2025-11-30,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-11-29,113329.59,24237.32,48317.69,26393.58,10493.05,2838.75,1049.2,2025-11-29,trueprofit-dummy-02-mzdf.myshopify.com
trueprofit-dummy-02-mzdf.myshopify.com,2025-11-28,130435.56,32086.68,54388.03,25172.3,11765.21,3667.04,3356.3,2025-11-28,trueprofit-dummy-02-mzdf.myshopify.com
